id	time	电需求	热需求	泛能机产电量	泛能机产热量	泛能机消耗燃气量	补燃锅炉产热量	补燃锅炉消耗燃气量	泛能机电效率	泛能机热效率	补燃锅炉热效率	市电	市热	光伏消耗	光伏存储	光伏产电量	光热消耗	光热存储	光热产热量	储电量	储热量
6797	10/10 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6798	10/10 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.20 	1.02 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6799	10/10 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.42 	0.12 	0.00 	0.12 	0.60 	0	0.60 	0.00 	0.00 
6800	10/10 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.82 	0.00 	0.38 	0.00 	0.38 	1.02 	0.873754831	1.89 	0.00 	0.87 
6801	10/10 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.37 	0.28 	0.65 	0.00 	3.262587289	3.26 	0.27 	4.09 
6802	10/10 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.48 	1.01 	0.00 	5.02555299	5.03 	0.74 	7.00 
6803	10/10 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.53 	1.06 	0.00 	5.307556765	5.31 	1.26 	7.00 
6804	10/10 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.66 	0.00 	0.66 	0.00 	3.291081992	3.29 	1.07 	7.00 
6805	10/10 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.22 	1.06 	0.00 	5.302933853	5.30 	1.28 	7.00 
6806	10/10 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.16 	1.00 	0.00 	5.016138892	5.02 	1.44 	7.00 
6807	10/10 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.73 	0.00 	0.73 	0.00 	3.652517663	3.65 	1.33 	7.00 
6808	10/10 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.38 	0.00 	0.38 	0.00 	1.88291169	1.88 	0.85 	7.00 
6809	10/10 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.50 	0.00 	0.07 	0.00 	0.07 	0.00 	0.347398533	0.35 	0.00 	7.00 
6810	10/10 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	6.39 
6811	10/10 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	5.79 
6812	10/10 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	3.72 
6813	10/10 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	1.66 
6814	10/10 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6815	10/10 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6816	10/10 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6817	10/11 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6818	10/11 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6819	10/11 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6820	10/11 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6821	10/11 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6822	10/11 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.20 	1.02 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6823	10/11 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.64 	0.10 	0.18 	0.00 	0.18 	0.92 	0	0.92 	0.00 	0.00 
6824	10/11 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.04 	0.24 	0.16 	0.00 	0.16 	0.78 	0	0.78 	0.00 	0.00 
6825	10/11 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.10 	0.00 	0.27 	0.00 	0.27 	0.00 	1.351601325	1.35 	0.00 	1.34 
6826	10/11 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.16 	0.00 	0.37 	0.00 	0.37 	0.00 	1.858367701	1.86 	0.00 	3.18 
6827	10/11 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.94 	1.47 	0.00 	7.334958817	7.33 	0.92 	7.00 
6828	10/11 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.47 	0.00 	0.47 	0.00 	2.330335392	2.33 	0.53 	7.00 
6829	10/11 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.44 	0.00 	0.44 	0.00 	2.204841627	2.20 	0.12 	7.00 
6830	10/11 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.35 	0.00 	0.37 	0.00 	0.37 	0.00 	1.854837415	1.85 	0.00 	7.00 
6831	10/11 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.57 	0.00 	0.27 	0.00 	0.27 	0.00 	1.347146431	1.35 	0.00 	7.00 
6832	10/11 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.69 	0.00 	0.16 	0.00 	0.16 	0.00 	0.775237515	0.78 	0.00 	7.00 
6833	10/11 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.22 	0.00 	0.18 	0.00 	0.18 	0.00 	0.909557061	0.91 	0.00 	7.00 
6834	10/11 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	6.39 
6835	10/11 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	5.79 
6836	10/11 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	3.72 
6837	10/11 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	1.66 
6838	10/11 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6839	10/11 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6840	10/11 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6841	10/12 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6842	10/12 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6843	10/12 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6844	10/12 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6845	10/12 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6846	10/12 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.20 	1.02 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6847	10/12 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.67 	0.22 	0.16 	0.00 	0.16 	0.80 	0	0.80 	0.00 	0.00 
6848	10/12 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.02 	0.14 	0.18 	0.00 	0.18 	0.88 	0	0.88 	0.00 	0.00 
6849	10/12 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.31 	0.00 	0.31 	0.00 	1.528704737	1.53 	0.00 	1.51 
6850	10/12 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.75 	1.28 	0.00 	6.406741643	6.41 	0.74 	7.00 
6851	10/12 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.50 	0.00 	0.50 	0.00 	2.505169545	2.51 	0.71 	7.00 
6852	10/12 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.00 	0.53 	0.00 	2.646213501	2.65 	0.39 	7.00 
6853	10/12 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.50 	0.00 	0.50 	0.00 	2.502899901	2.50 	0.04 	7.00 
6854	10/12 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.44 	1.28 	0.00 	6.394217046	6.39 	0.46 	7.00 
6855	10/12 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.08 	0.00 	0.30 	0.00 	0.30 	0.00 	1.523577389	1.52 	0.00 	7.00 
6856	10/12 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.67 	0.00 	0.17 	0.00 	0.17 	0.00 	0.871396171	0.87 	0.00 	7.00 
6857	10/12 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.35 	0.00 	0.05 	0.00 	0.05 	0.00 	0.258468532	0.26 	0.00 	7.00 
6858	10/12 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	6.39 
6859	10/12 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	5.79 
6860	10/12 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	3.72 
6861	10/12 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	1.66 
6862	10/12 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6863	10/12 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6864	10/12 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6865	10/13 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6866	10/13 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6867	10/13 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6868	10/13 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6869	10/13 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6870	10/13 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.20 	1.02 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6871	10/13 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.76 	0.66 	0.07 	0.00 	0.07 	0.36 	0	0.36 	0.00 	0.00 
6872	10/13 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.08 	0.45 	0.11 	0.00 	0.11 	0.57 	0	0.57 	0.00 	0.00 
6873	10/13 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.37 	0.06 	0.43 	0.00 	2.148020623	2.15 	0.06 	2.13 
6874	10/13 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.06 	0.59 	0.00 	2.968395464	2.97 	0.12 	5.07 
6875	10/13 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.18 	0.71 	0.00 	3.533159734	3.53 	0.29 	7.00 
6876	10/13 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.21 	0.00 	0.35 	0.00 	0.35 	0.00 	1.749432743	1.75 	0.00 	7.00 
6877	10/13 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.51 	0.00 	0.33 	0.00 	0.33 	0.00 	1.654114494	1.65 	0.00 	7.00 
6878	10/13 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.25 	0.00 	0.59 	0.00 	0.59 	0.00 	2.962511782	2.96 	0.00 	7.00 
6879	10/13 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.64 	0.00 	0.20 	0.00 	0.20 	0.00 	1.003110038	1.00 	0.00 	7.00 
6880	10/13 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.60 	0.00 	0.24 	0.00 	0.24 	0.00 	1.216693334	1.22 	0.00 	7.00 
6881	10/13 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.33 	0.00 	0.07 	0.00 	0.07 	0.00 	0.349836099	0.35 	0.00 	7.00 
6882	10/13 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	6.39 
6883	10/13 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	5.79 
6884	10/13 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	3.72 
6885	10/13 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	1.66 
6886	10/13 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6887	10/13 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6888	10/13 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6889	10/14 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6890	10/14 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6891	10/14 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6892	10/14 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6893	10/14 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6894	10/14 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.20 	1.02 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6895	10/14 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.73 	0.56 	0.09 	0.00 	0.09 	0.46 	0	0.46 	0.00 	0.00 
6896	10/14 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.85 	0.00 	0.35 	0.00 	0.35 	1.02 	0.705224917	1.73 	0.00 	0.70 
6897	10/14 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.37 	0.21 	0.58 	0.00 	2.904850051	2.90 	0.20 	3.57 
6898	10/14 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.47 	0.00 	0.47 	0.00 	2.364041452	2.36 	0.15 	5.91 
6899	10/14 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.43 	0.96 	0.00 	4.795915195	4.80 	0.57 	7.00 
6900	10/14 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.22 	1.06 	0.00 	5.316046383	5.32 	0.78 	7.00 
6901	10/14 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.16 	1.00 	0.00 	5.024460236	5.02 	0.94 	7.00 
6902	10/14 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.00 	0.84 	0.00 	4.211818165	4.21 	0.94 	7.00 
6903	10/14 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.61 	0.00 	0.61 	0.00 	3.035387156	3.04 	0.70 	7.00 
6904	10/14 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.34 	0.00 	0.34 	0.00 	1.714213758	1.71 	0.19 	7.00 
6905	10/14 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.13 	0.00 	0.09 	0.00 	0.09 	0.00 	0.454904607	0.45 	0.00 	7.00 
6906	10/14 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	6.39 
6907	10/14 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	5.79 
6908	10/14 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	3.72 
6909	10/14 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	1.66 
6910	10/14 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6911	10/14 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6912	10/14 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6913	10/15 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6914	10/15 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6915	10/15 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6916	10/15 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6917	10/15 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6918	10/15 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.20 	1.02 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6919	10/15 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.72 	0.49 	0.11 	0.00 	0.11 	0.53 	0	0.53 	0.00 	0.00 
6920	10/15 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.80 	0.00 	0.39 	0.00 	0.39 	1.02 	0.938729161	1.96 	0.00 	0.93 
6921	10/15 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.37 	0.32 	0.70 	0.00 	3.480793497	3.48 	0.32 	4.38 
6922	10/15 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.44 	0.97 	0.00 	4.835168646	4.84 	0.74 	7.00 
6923	10/15 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.62 	1.15 	0.00 	5.768597177	5.77 	1.36 	7.00 
6924	10/15 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.38 	1.22 	0.00 	6.099605049	6.10 	1.72 	7.00 
6925	10/15 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.31 	1.15 	0.00 	5.763049786	5.76 	2.03 	7.00 
6926	10/15 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.12 	0.97 	0.00 	4.825166104	4.83 	2.15 	7.00 
6927	10/15 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.69 	0.00 	0.69 	0.00 	3.468185276	3.47 	1.99 	7.00 
6928	10/15 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.39 	0.00 	0.39 	0.00 	1.945868786	1.95 	1.53 	7.00 
6929	10/15 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.10 	0.00 	0.10 	0.00 	0.522989021	0.52 	0.21 	7.00 
6930	10/15 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.90 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	6.39 
6931	10/15 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	5.79 
6932	10/15 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	3.72 
6933	10/15 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	1.66 
6934	10/15 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6935	10/15 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6936	10/15 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
