id	time	电需求	热需求	泛能机产电量	泛能机产热量	泛能机消耗燃气量	补燃锅炉产热量	补燃锅炉消耗燃气量	泛能机电效率	泛能机热效率	补燃锅炉热效率	市电	市热	光伏消耗	光伏存储	光伏产电量	光热消耗	光热存储	光热产热量	储电量	储热量
6657	10/04 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.08 	0.00 	0.29 	0.00 	0.29 	0.00 	1.443305151	1.44 	0.00 	1.43 
6658	10/04 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.14 	0.00 	0.39 	0.00 	0.39 	0.00 	1.951248289	1.95 	0.00 	3.36 
6659	10/04 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.46 	0.00 	0.46 	0.00 	2.299151131	2.30 	0.00 	5.64 
6660	10/04 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.36 	0.00 	0.48 	0.00 	0.48 	0.00 	2.422375509	2.42 	0.00 	7.00 
6661	10/04 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.38 	0.00 	0.46 	0.00 	0.46 	0.00 	2.297469932	2.30 	0.00 	7.00 
6662	10/04 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.45 	0.00 	0.39 	0.00 	0.39 	0.00 	1.948138302	1.95 	0.00 	7.00 
6663	10/04 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.56 	0.00 	0.29 	0.00 	0.29 	0.00 	1.439354564	1.44 	0.00 	7.00 
6664	10/04 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.67 	0.00 	0.17 	0.00 	0.17 	0.00 	0.862234227	0.86 	0.00 	7.00 
6665	10/04 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.34 	0.00 	0.06 	0.00 	0.06 	0.00 	0.312095508	0.31 	0.00 	7.00 
6666	10/04 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	6.39 
6667	10/04 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	5.79 
6668	10/04 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	3.72 
6669	10/04 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	1.66 
6670	10/04 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6671	10/04 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6672	10/04 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6673	10/05 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6674	10/05 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6675	10/05 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6676	10/05 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6677	10/05 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6678	10/05 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.20 	1.02 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6679	10/05 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.61 	0.00 	0.21 	0.00 	0.21 	1.02 	0.04161224	1.06 	0.00 	0.04 
6680	10/05 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.97 	0.00 	0.22 	0.00 	0.22 	1.02 	0.102972275	1.12 	0.00 	0.14 
6681	10/05 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.37 	0.00 	0.38 	0.00 	1.880978465	1.88 	0.00 	2.01 
6682	10/05 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.02 	0.00 	0.51 	0.00 	0.51 	0.00 	2.548877891	2.55 	0.00 	4.53 
6683	10/05 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.07 	0.60 	0.00 	3.006640556	3.01 	0.07 	7.00 
6684	10/05 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.14 	0.00 	0.63 	0.00 	0.63 	0.00 	3.168698213	3.17 	0.00 	7.00 
6685	10/05 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.68 	1.53 	0.00 	7.641338692	7.64 	0.67 	7.00 
6686	10/05 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.51 	0.00 	0.51 	0.00 	2.544675151	2.54 	0.33 	7.00 
6687	10/05 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.15 	0.99 	0.00 	4.967554968	4.97 	0.48 	7.00 
6688	10/05 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.59 	0.00 	0.59 	0.00 	2.959569812	2.96 	0.22 	7.00 
6689	10/05 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.11 	0.00 	0.08 	0.00 	0.08 	0.00 	0.396066242	0.40 	0.00 	7.00 
6690	10/05 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	6.39 
6691	10/05 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	5.79 
6692	10/05 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	3.72 
6693	10/05 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	1.66 
6694	10/05 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6695	10/05 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6696	10/05 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6697	10/06 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6698	10/06 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6699	10/06 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6700	10/06 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6701	10/06 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6702	10/06 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.20 	1.02 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6703	10/06 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.68 	0.30 	0.14 	0.00 	0.14 	0.72 	0	0.72 	0.00 	0.00 
6704	10/06 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.76 	0.00 	0.44 	0.00 	0.44 	1.02 	1.171140652	2.19 	0.00 	1.16 
6705	10/06 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.37 	0.36 	0.74 	0.00 	3.690174053	3.69 	0.36 	4.81 
6706	10/06 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.41 	0.94 	0.00 	4.713709347	4.71 	0.76 	7.00 
6707	10/06 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.12 	0.65 	0.00 	3.269647862	3.27 	0.88 	7.00 
6708	10/06 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.33 	1.17 	0.00 	5.868286569	5.87 	1.21 	7.00 
6709	10/06 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.34 	1.18 	0.00 	5.914096028	5.91 	1.54 	7.00 
6710	10/06 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.16 	1.00 	0.00 	5.003698432	5.00 	1.69 	7.00 
6711	10/06 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.74 	0.00 	0.74 	0.00 	3.679499184	3.68 	1.58 	7.00 
6712	10/06 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.44 	0.00 	0.44 	0.00 	2.180129493	2.18 	1.17 	7.00 
6713	10/06 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.12 	0.00 	0.14 	0.00 	0.14 	0.00 	0.710935575	0.71 	0.00 	7.00 
6714	10/06 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	6.39 
6715	10/06 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	5.79 
6716	10/06 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	3.72 
6717	10/06 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	1.66 
6718	10/06 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6719	10/06 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6720	10/06 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6721	10/07 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6722	10/07 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6723	10/07 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6724	10/07 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6725	10/07 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6726	10/07 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.20 	1.02 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6727	10/07 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.65 	0.11 	0.18 	0.00 	0.18 	0.91 	0	0.91 	0.00 	0.00 
6728	10/07 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.01 	0.08 	0.19 	0.00 	0.19 	0.94 	0	0.94 	0.00 	0.00 
6729	10/07 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.06 	0.00 	0.32 	0.00 	0.32 	0.00 	1.591325671	1.59 	0.00 	1.58 
6730	10/07 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.10 	0.00 	0.43 	0.00 	0.43 	0.00 	2.166512655	2.17 	0.00 	3.72 
6731	10/07 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.02 	0.00 	0.51 	0.00 	0.51 	0.00 	2.561233958	2.56 	0.00 	6.26 
6732	10/07 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.30 	0.00 	0.54 	0.00 	0.54 	0.00 	2.701017143	2.70 	0.00 	7.00 
6733	10/07 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.33 	0.00 	0.51 	0.00 	0.51 	0.00 	2.559132588	2.56 	0.00 	7.00 
6734	10/07 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.38 	1.22 	0.00 	6.109019146	6.11 	0.37 	7.00 
6735	10/07 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.84 	0.05 	0.90 	0.00 	4.481465874	4.48 	0.42 	7.00 
6736	10/07 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.53 	0.00 	0.53 	0.00 	2.640413699	2.64 	0.10 	7.00 
6737	10/07 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.13 	0.00 	0.18 	0.00 	0.18 	0.00 	0.894763397	0.89 	0.00 	7.00 
6738	10/07 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	6.39 
6739	10/07 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	5.79 
6740	10/07 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	3.72 
6741	10/07 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	1.66 
6742	10/07 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6743	10/07 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6744	10/07 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6745	10/08 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6746	10/08 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6747	10/08 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6748	10/08 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6749	10/08 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6750	10/08 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.20 	1.02 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6751	10/08 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.81 	0.94 	0.02 	0.00 	0.02 	0.08 	0	0.08 	0.00 	0.00 
6752	10/08 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.15 	0.79 	0.05 	0.00 	0.05 	0.23 	0	0.23 	0.00 	0.00 
6753	10/08 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.30 	0.00 	0.08 	0.00 	0.08 	0.00 	0.385055083	0.39 	0.00 	0.38 
6754	10/08 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.42 	0.00 	0.11 	0.00 	0.11 	0.00 	0.525510658	0.53 	0.00 	0.90 
6755	10/08 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.41 	0.00 	0.12 	0.00 	0.12 	0.00 	0.6219215	0.62 	0.00 	1.52 
6756	10/08 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.71 	0.00 	0.13 	0.00 	0.13 	0.00 	0.656131804	0.66 	0.00 	2.17 
6757	10/08 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.72 	0.00 	0.12 	0.00 	0.12 	0.00 	0.621417192	0.62 	0.00 	2.78 
6758	10/08 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.74 	0.00 	0.10 	0.00 	0.10 	0.00 	0.52458605	0.52 	0.00 	3.30 
6759	10/08 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.77 	0.00 	0.08 	0.00 	0.08 	0.00 	0.383878289	0.38 	0.00 	3.68 
6760	10/08 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.80 	0.00 	0.04 	0.00 	0.04 	0.00 	0.224930666	0.22 	0.00 	3.90 
6761	10/08 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.39 	0.00 	0.01 	0.00 	0.01 	0.00 	0.074388508	0.07 	0.00 	3.98 
6762	10/08 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	3.37 
6763	10/08 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	2.77 
6764	10/08 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.70 
6765	10/08 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	1.35 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6766	10/08 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	2.04 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6767	10/08 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6768	10/08 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6769	10/09 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6770	10/09 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6771	10/09 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6772	10/09 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6773	10/09 04	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6774	10/09 05	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.20 	1.02 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6775	10/09 06	1.83 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.75 	0.64 	0.08 	0.00 	0.08 	0.38 	0	0.38 	0.00 	0.00 
6776	10/09 07	1.20 	1.02 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.09 	0.47 	0.11 	0.00 	0.11 	0.55 	0	0.55 	0.00 	0.00 
6777	10/09 08	0.37 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.00 	0.00 	0.37 	0.03 	0.40 	0.00 	2.009330191	2.01 	0.03 	1.99 
6778	10/09 09	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.24 	0.00 	0.26 	0.00 	0.26 	0.00 	1.288055911	1.29 	0.00 	3.26 
6779	10/09 10	0.53 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.22 	0.00 	0.31 	0.00 	0.31 	0.00 	1.526099059	1.53 	0.00 	4.78 
6780	10/09 11	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.16 	0.00 	0.69 	0.00 	0.69 	0.00 	3.437001014	3.44 	0.00 	7.00 
6781	10/09 12	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.19 	0.00 	0.65 	0.00 	0.65 	0.00 	3.254265946	3.25 	0.00 	7.00 
6782	10/09 13	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.59 	0.00 	0.26 	0.00 	0.26 	0.00 	1.285702387	1.29 	0.00 	7.00 
6783	10/09 14	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.44 	0.00 	0.40 	0.00 	0.40 	0.00 	2.003026081	2.00 	0.00 	7.00 
6784	10/09 15	0.84 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.61 	0.00 	0.23 	0.00 	0.23 	0.00 	1.166596612	1.17 	0.00 	7.00 
6785	10/09 16	1.40 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.33 	0.00 	0.08 	0.00 	0.08 	0.00 	0.376313376	0.38 	0.00 	7.00 
6786	10/09 17	2.10 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.10 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	6.39 
6787	10/09 18	3.27 	0.60 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	5.79 
6788	10/09 19	3.27 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.27 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	3.72 
6789	10/09 20	3.11 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	3.11 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	1.66 
6790	10/09 21	2.65 	2.04 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	2.65 	0.40 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6791	10/09 22	1.71 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	1.71 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6792	10/09 23	0.23 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.23 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6793	10/10 00	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6794	10/10 01	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6795	10/10 02	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
6796	10/10 03	0.07 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0	0.07 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0.00 	0.00 	0.00 
